post_id,candidato,tema,polarizacion_consenso,umap_x,umap_y
1pr0ek2,kaiser,democracia,0.55,3.280491,-2.687319
1ng63gu,kaiser,democracia,0.65,6.266426,-4.1681466
1owo9pd,kaiser,democracia,0.1,-6.7731385,6.6531734
1ot2eqj,kaiser,identidad,0.35,3.0806901,1.0114292
1owwbar,kaiser,identidad,0.5,-1.3001395,-3.129386
1owj89q,kaiser,identidad,0.3,0.63745487,1.9220947
1ogls70,kaiser,economia,0.2,3.4632895,1.7917019
1mpdo8x,kaiser,religion_valvores,0.1,-0.608579,3.5552251
1oyiasd,kaiser,seguridad,0.48,0.160195,3.7172556
1od9th6,kaiser,campana_electoral,0.3,-6.5897775,2.1525133
1ndknr3,kaiser,moral,0.5,-3.7985477,1.2689807
1owwbar,kaiser,identidad,0.15,-2.007576,-2.4026222
1od9th6,kaiser,identidad,0.5,-1.857513,0.39186478
1ohd1qn,kaiser,moral,0.5,0.43977278,3.0342288
1om5v8g,kaiser,democracia,0.55,2.6168203,-5.8779173
1ndknr3,kaiser,seguridad,0.35,0.95615226,3.050091
1ollapq,kaiser,democracia,0.6,-4.3286967,2.410874
1op9gc7,kaiser,campana_electoral,0.3,8.107392,-0.46272984
1p0f5o7,kaiser,identidad,0.3,4.3287363,-0.89129925
1p7a8l6,kaiser,campana_electoral,0.65,3.2660859,3.6344755
1oj9uad,kaiser,economia,0.15,1.2328901,4.732041
1ojbctk,kaiser,democracia,0.3,0.08105344,-4.737432
1ow9gyq,kaiser,democracia,0.15,3.2276826,-7.0858936
1ohd1qn,kaiser,moral,0.25,-2.955393,3.5303779
1p0sm3r,kaiser,campana_electoral,0.5,-3.0758038,-2.941141
1onhs2n,kaiser,democracia,0.3,6.2525992,1.1147954
1offtor,kaiser,economia,0.5,-1.6490144,11.60239
1p4pkd7,kaiser,democracia,0.5,5.0550427,0.26764542
1of3s4s,kaiser,democracia,0.45,2.1044497,-7.945205
1omlrot,kaiser,campana_electoral,0.65,-0.24090298,4.406174
1oujhne,kaiser,seguridad,0.49,-0.3760609,-0.8918545
1ounvw3,kaiser,identidad,0.25,-0.12971336,2.245113
1ok2i5j,kaiser,economia,0.3,0.12788019,5.3702717
1ooc144,kaiser,pinochet_ddhh,0.2,3.0034125,-2.6853168
1n6q4h1,kaiser,economia,0.25,1.1357945,5.8565326
1p4r7vy,kaiser,economia,0.55,3.1691298,0.6665535
1pe03hg,kaiser,campana_electoral,0.65,-4.0589895,1.1658651
1oc1qpl,kaiser,identidad,0.6,-1.1444992,1.9950464
1ot9qed,kaiser,democracia,0.5,2.5457666,-6.5331545
1pk8kwd,kaiser,campana_electoral,0.5,5.300691,-1.0622704
1pqwlca,kaiser,economia,0.6,1.0233161,3.2928736
1o35hri,kaiser,campana_electoral,0.35,-1.4033046,4.316466
1owxbmq,kaiser,identidad,0.65,-1.8347474,1.0565304
1ooc144,kaiser,campana_electoral,0.54,-0.017383037,6.804563
1onpj7s,kaiser,identidad,0.4,-2.2934246,3.009364
1okogou,kaiser,campana_electoral,0.2,-7.0904756,3.8654666
1oujhne,kaiser,democracia,0.5,2.5485854,4.071949
1n1qy3v,kaiser,venezuela_latam,0.54,2.6856403,-0.6464505
1ob5wvt,kaiser,democracia,0.3,9.738249,-6.7781467
1oipg6x,kaiser,democracia,0.35,-1.3837345,3.0390975
1oez5r5,kaiser,campana_electoral,0.3,5.3585887,-0.90460116
1ok2i5j,kaiser,democracia,0.2,3.3959763,0.5596604
1o3kq9x,kaiser,democracia,0.87,-0.24866188,4.8438625
1ojbctk,kaiser,identidad,0.55,-2.0608056,-2.386182
1okogou,kaiser,identidad,0.45,2.3498638,1.1826642
1p2h6ou,kaiser,campana_electoral,0.5,-4.697978,4.6257515
1ooc144,kaiser,medios_fakenews,0.5,-0.25563908,2.647015
1onpj7s,kaiser,seguridad,0.6,-0.6840581,5.2308736
1pk8kwd,kaiser,seguridad,0.55,2.751177,5.567519
1ok3c5h,kaiser,democracia,0.3,-6.6857533,6.890006
1olxh7n,kaiser,campana_electoral,0.4,1.2987554,4.6246614
1o3kq9x,kaiser,democracia,0.45,-4.22777,-1.165374
1mpdo8x,kaiser,pinochet_ddhh,0.7425,2.9348466,-2.0804014
1orm6ve,kaiser,campana_electoral,0.48,6.611702,-1.750474
1pr0ek2,kaiser,economia,0.25,-1.034167,4.689
1ob5wvt,kaiser,seguridad,0.35,2.649576,-7.4082613
1noich6,kaiser,identidad,0.5,-2.0691433,-2.414185
1oujhne,kaiser,democracia,0.65,-3.1442034,-0.035048075
1p17x3u,kaiser,democracia,0.35,2.3915186,-6.5400076
1ol27fz,kaiser,economia,0.65,0.673315,3.599735
1nzd361,kaiser,economia,0.6,2.0293434,4.217503
1pywhtt,kaiser,identidad,0.5,-2.0204864,-2.2840903
1ovprdc,kaiser,democracia,0.7,5.6400228,0.22610913
1oc1qpl,kaiser,democracia,0.3,4.08058,1.7948464
1p7a8l6,kaiser,democracia,0.25,0.5483778,3.3077214
1oq652k,kaiser,pinochet_ddhh,0.05,1.9395756,1.8630836
1og8zlh,kaiser,campana_electoral,0.65,-6.9558735,3.6158574
1onhsva,kaiser,moral,0.5,3.5515435,1.902359
1ok2i5j,kaiser,democracia,0.25,3.9595897,3.388999
1ovhnen,kaiser,democracia,0.45,3.5735135,2.7514684
1p4r7vy,kaiser,identidad,0.3,1.0991119,2.1613157
1oshkc3,kaiser,economia,0.3,2.5347939,4.00918
1ouhnak,kaiser,identidad,0.3,-1.2776418,-3.1463816
1oyaydo,kaiser,democracia,0.15,13.672958,3.312752
1otwwxc,kaiser,identidad,0.65,-1.3249242,5.3934827
1oukjej,kaiser,democracia,0.5,2.6659184,-6.9166894
1on8r8e,kaiser,democracia,0.2,5.414905,1.7258035
1oyiasd,kaiser,democracia,0.1,-7.322771,6.763306
1oad274,kaiser,economia,0.35,2.5767746,7.4641294
1p5olls,kaiser,economia,0.8775,2.0922894,2.8942437
1om0fpv,kaiser,campana_electoral,0.2,0.6651732,1.9517972
1oj9uad,kaiser,economia,0.2,0.7646301,4.990712
1ou87yc,kaiser,economia,0.55,2.1517847,1.8844703
1onhsva,kaiser,moral,0.5,-1.1089399,4.273276
1ok2i5j,kaiser,moral,0.25,-1.3003619,5.7719355
1ndycoc,kaiser,economia,0.55,-1.7351085,4.5373664
1oruhql,kaiser,economia,0.35,6.320257,-0.091371566
1ojbctk,kaiser,identidad,0.4,-2.2026112,-2.6002874
1owi0zv,kaiser,campana_electoral,0.27,3.316674,-2.3708777
1pxs2ko,kaiser,seguridad,0.65,-1.5344784,-1.2393805
1ojbctk,kaiser,migracion,0.6,3.703931,3.5415978
1oz0161,kaiser,campana_electoral,0.35,0.08354057,-5.842801
1ojbctk,kaiser,identidad,0.4,4.6005025,0.4063224
1oljdss,kaiser,democracia,0.435,2.0335598,-8.071677
1of3s4s,kaiser,democracia,0.25,4.1449175,1.7991349
1oujhne,kaiser,campana_electoral,0.25,2.5571063,3.9785697
1o35hri,kaiser,seguridad,0.55,-2.6609178,2.22013
1oj9uad,kaiser,democracia,1.0,1.3630837,5.9572363
1ooc144,kaiser,seguridad,0.5,3.6717916,3.5783978
1ogls70,kaiser,democracia,0.25,-2.2647913,4.0090747
1ov4fyd,kaiser,moral,0.87,4.2012634,2.486575
1oshkc3,kaiser,economia,0.5,3.5405457,2.1674306
1ona3yr,kaiser,economia,0.45,2.6447637,7.9788976
1or3g1s,kaiser,economia,0.45,1.751502,4.287698
1nzlk58,kaiser,moral,0.4,-5.8404083,1.014724
1oshkc3,kaiser,economia,0.25,-1.7309413,0.7878558
1ooa6ak,kaiser,democracia,0.25,-4.6402073,0.86280656
1oujhne,kaiser,identidad,0.45,-3.3095584,-1.0899435
1okogou,kaiser,seguridad,0.35,4.581611,0.31944743
1op3fea,kaiser,democracia,0.3,-7.0107384,6.5073175
1ovprdc,kaiser,identidad,0.6,3.8007207,-1.8985678
1ogy8dt,kaiser,campana_electoral,0.35,-3.1345842,3.7845235
1pk8kwd,kaiser,democracia,0.55,2.4806442,-6.567907
1ojbm3e,kaiser,campana_electoral,0.35,0.19798782,4.757907
1or3g1s,kaiser,economia,0.45,2.6048555,6.863387
1oyzr2e,kaiser,campana_electoral,0.81,-6.740991,3.1623375
1pxs2ko,kaiser,democracia,0.4,1.2161902,0.57554543
1oq7gwf,kaiser,economia,0.3,2.6131644,6.670861
1pq9l92,kaiser,pinochet_ddhh,0.4,3.1947968,-2.5551772
1ol27fz,kaiser,identidad,0.45,-2.499343,-2.303653
1orbl5l,kaiser,seguridad,0.3,-5.5443997,0.9341805
1okcu12,kaiser,economia,0.15,1.8370415,3.9039483
1ona3yr,kaiser,campana_electoral,0.65,-5.679212,0.8245718
1oudk5v,kaiser,democracia,0.4,2.1271338,-6.330304
1ob5wvt,kaiser,democracia,0.22,-1.4879405,3.0647333
1oshkc3,kaiser,economia,0.4,2.111206,1.7267084
1os8hmw,kaiser,economia,1.0,2.0698564,0.88758117
1ozenm6,kaiser,economia,0.3,3.1416216,-6.061917
1ol27fz,kaiser,moral,0.65,-1.7865663,0.521669
1oq8sx3,kaiser,democracia,0.55,-3.932071,0.8371077
1olle8a,kaiser,campana_electoral,0.3,-5.282995,-2.5876691
1ob5wvt,kaiser,economia,0.5,-4.237902,-0.74346215
1oipg6x,kaiser,democracia,0.4,-1.6837167,0.6727216
1on8x1l,kaiser,democracia,0.4,2.768125,-6.8417993
1onz8ii,kaiser,democracia,0.6,2.1962125,-6.2555876
1omksrf,kaiser,economia,0.15,3.0274959,7.1653876
1ohd1qn,kaiser,economia,0.55,-0.0070208283,2.7472034
1oipg6x,kaiser,pinochet_ddhh,0.25,3.2944987,-2.4467533
1od9th6,kaiser,democracia,0.2,-3.6430285,-1.1830342
1onb202,kaiser,religion_valvores,0.65,3.6561234,4.002481
1oqh6td,kaiser,identidad,0.55,-5.3706365,1.3604196
1o594w6,kaiser,democracia,0.4,2.854432,4.143294
1oz0zv1,kaiser,identidad,0.45,-2.7879386,5.39082
1otwwxc,kaiser,democracia,0.25,2.593231,3.928387
1p7a8l6,kaiser,democracia,0.45,1.2536091,0.3623137
1peg7ex,kaiser,economia,0.45,2.0767953,6.7105355
1poizw9,kaiser,identidad,0.45,0.701026,-0.5580252
1owb0t7,kaiser,identidad,0.35,4.448336,-0.94806147
1okogou,kaiser,campana_electoral,0.2,-3.6495335,-0.20271894
1oyyaxn,kaiser,seguridad,0.45,0.08478132,-5.834558
1ohdhcn,kaiser,democracia,0.725,-3.7898383,-0.78308344
1oyrdl3,kaiser,identidad,0.4,1.2933903,0.8217881
1oxdmpp,kaiser,democracia,0.5,8.10721,-0.46267968
1omlrot,kaiser,pinochet_ddhh,0.5,3.3478813,-2.7357779
1ozevhf,kaiser,pinochet_ddhh,0.5,3.390377,-2.8276103
1p4m22f,kaiser,democracia,0.4,3.303772,-7.118309
1ojbm3e,kaiser,campana_electoral,0.5,5.499874,-0.9994853
1p1g9w7,kaiser,migracion,0.6,2.0303423,1.5842372
1ot9qed,kaiser,identidad,0.56,6.2454314,0.07461793
1otzd39,kaiser,democracia,0.4,3.200287,-7.0570774
1ozj92n,kaiser,democracia,0.2,2.2454257,1.6142931
1olxh7n,kaiser,religion_valvores,0.2,-2.9478116,2.6399417
1omfov7,kaiser,seguridad,0.55,1.0880426,2.1746328
1oybv4c,kaiser,venezuela_latam,0.7,0.7895122,3.9384272
1pp2bli,kaiser,economia,0.5,-0.21976028,4.230299
1ox62r9,kaiser,campana_electoral,0.35,4.1960387,2.4845533
1oj624b,kaiser,economia,0.5,-0.1535861,4.724317
1pmhofe,kaiser,democracia,0.1,-7.368113,3.7496643
1oipg6x,kaiser,democracia,0.3,0.8125278,1.921939
1oj9uad,kaiser,democracia,0.6,-1.4173789,4.2322507
1ohzp9v,kaiser,democracia,0.45,6.684058,-0.42951003
1olxqwm,kaiser,economia,0.25,1.5813482,4.908133
1ob5wvt,kaiser,campana_electoral,0.35,3.870971,3.447321
1oshkc3,kaiser,economia,0.45,-0.104762666,5.4635825
1o2mu4i,kaiser,pinochet_ddhh,0.81,3.2781854,-2.2509816
1o23zau,kaiser,democracia,0.35,-5.3437333,0.21354009
1ovlasc,kaiser,medios_fakenews,0.45,-1.8449204,4.355916
1oujhne,kaiser,economia,0.2,2.366218,6.63716
1ogy8dt,kaiser,identidad,0.435,-1.5963826,-1.5492817
1ogx4ds,kaiser,identidad,0.15,-1.6558621,-2.314858
1oujhne,kaiser,identidad,0.25,5.5273547,-3.8081615
1ox62r9,kaiser,identidad,0.3,2.0484433,-0.9516004
1ple47a,kaiser,campana_electoral,0.42,-0.12237495,0.4697001
1pk8kwd,kaiser,identidad,0.5,-1.8412017,-0.10352889
1ohbx9k,kaiser,democracia,0.4,6.638046,1.4075259
1p7a8l6,kaiser,democracia,0.55,0.5158671,-5.1508584
1op3fea,kaiser,identidad,0.3,-1.6299253,-1.9977754
1ov32g4,kaiser,campana_electoral,0.3,-3.4730008,-0.8729373
1o35hri,kaiser,economia,0.5,1.0535907,5.436237
1omlsk7,kaiser,identidad,0.65,1.2017149,0.53935456
1oqh6td,kaiser,democracia,0.4,6.6670904,1.3700316
1ojbm3e,kaiser,religion_valvores,0.66,2.2972121,-0.8290667
1ol27fz,kaiser,democracia,0.4,2.5975683,-7.1373234
1oybifx,kaiser,democracia,0.6,2.593122,-6.919526
1pxs2ko,kaiser,democracia,0.3,-2.8333652,3.0721388
1omlsk7,kaiser,pinochet_ddhh,0.45,-2.0086331,11.787735
1ojbctk,kaiser,moral,0.35,-2.775177,1.8156155
1ocxcc5,kaiser,campana_electoral,0.15,-4.640377,4.7480516
1p7a8l6,kaiser,campana_electoral,0.84,2.0490503,-0.53516906
1pe03hg,kaiser,economia,0.65,-0.0020694756,4.69677
1p0fcfi,kaiser,campana_electoral,0.4,-1.0320344,-0.7550051
1ox62r9,kaiser,identidad,0.55,2.0977743,0.7777068
1otwwxc,kaiser,moral,0.35,0.6861205,2.0196784
1oo7okn,kaiser,democracia,0.65,-1.7178183,11.729625
1ow9q8d,kaiser,democracia,0.5,-1.2022259,1.9464785
1p17x3u,kaiser,campana_electoral,0.25,3.371593,3.6801085
1omlrot,kaiser,democracia,0.35,-2.7245395,2.202897
1or3g1s,kaiser,economia,0.45,2.6698692,7.3471665
1ooa6ak,kaiser,democracia,0.3,-4.821101,4.611534
1onpnwh,kaiser,democracia,0.6075,6.2990513,1.4761181
1owi0zv,kaiser,economia,0.5075,2.366218,6.9995804
1od9th6,kaiser,identidad,0.55,-1.7028818,-2.3169382
1ok2i5j,kaiser,democracia,0.45,6.4129925,-3.7004557
1oox0xc,kaiser,democracia,0.5,5.3108525,-1.1777583
1oqcpv6,kaiser,economia,0.3,1.9438715,1.8343338
1pxsgik,kaiser,identidad,0.35,0.11950916,-1.568045
1ok2i5j,kaiser,economia,0.4,2.526415,6.669023
1o5j8zp,kaiser,seguridad,0.6525,-0.2374928,3.3191957
1p0cnhl,kaiser,seguridad,0.35,-1.6061105,0.9741867
1onz8ii,kaiser,democracia,0.3,5.947188,0.4218415
1ov32g4,kaiser,identidad,0.1,2.0338054,3.3103335
1owytm7,kaiser,medios_fakenews,0.4,-0.6466444,4.8481174
1oujhne,kaiser,migracion,0.4,-0.7721402,2.9651973
1op3clf,kaiser,campana_electoral,0.35,5.3975387,-0.880917
1oruhql,kaiser,campana_electoral,0.3,3.3117902,-2.5145164
1oqcpv6,kaiser,moral,0.85,1.2595661,0.61865646
1ooc144,kaiser,campana_electoral,0.3,-2.9074645,1.8821713
1ohbivf,kaiser,campana_electoral,0.4,0.9717502,-1.7347617
1omlrot,kaiser,moral,0.65,-1.0252547,3.5759118
1pnl5fl,kaiser,democracia,0.55,-1.60722,4.32745
1o35hri,kaiser,seguridad,0.25,-1.725386,2.1333406
1ohbtyg,kaiser,campana_electoral,0.4,5.3630786,-0.7543684
1o56rrp,kaiser,identidad,0.7425,2.6519802,1.6679236
1oj9uad,kaiser,economia,0.6,-0.17354803,5.06435
1okcu12,kaiser,venezuela_latam,0.5,0.16945054,4.425188
1oujhne,kaiser,democracia,0.4,5.418166,-0.7876674
1pp1vwh,kaiser,democracia,0.725,-2.2208357,2.9726036
1p2pkho,kaiser,identidad,0.2,-1.3302222,-3.2289836
1ojbctk,kaiser,venezuela_latam,0.25,3.4384413,0.5175146
1okcu12,kaiser,democracia,0.4,0.2384578,1.582863
1ohd1qn,kaiser,democracia,0.5,-1.8242549,0.6661116
1op3clf,kaiser,democracia,0.45,-3.1447597,-0.64052135
1oo7okn,kaiser,moral,0.7,-1.4040341,4.255707
1ok2i5j,kaiser,economia,0.35,1.5276594,4.913322
1ovlasc,kaiser,campana_electoral,0.6,5.1065106,-0.95299333
1oshkc3,kaiser,campana_electoral,0.6,-4.6288304,4.878393
1ooa6ak,kaiser,democracia,0.25,3.0196445,-6.489654
1nz7u3p,kaiser,economia,0.3,1.994111,2.023471
1ozenm6,kaiser,identidad,0.15,1.4376588,5.468113
1of3s4s,kaiser,democracia,0.2,2.1727724,-6.314765
1p8vscz,kaiser,campana_electoral,0.6,6.489607,-1.7827746
1omlrot,kaiser,moral,0.5,-5.8582377,0.6775882
1ol27fz,kaiser,democracia,0.45,3.6110654,1.9673433
1nxgg7e,kaiser,seguridad,0.6,-3.486633,1.6056281
1omlsk7,kaiser,medios_fakenews,0.3,2.0647845,1.6508317
1ogls70,kaiser,campana_electoral,0.2,5.561553,-1.0477343
1pox94h,kaiser,campana_electoral,0.4,-7.0267887,3.6361055
1ojbm3e,kaiser,venezuela_latam,0.3,-0.857487,2.1336718
1oox0xc,kaiser,campana_electoral,1.0,-5.650417,0.7299469
1owj89q,kaiser,identidad,0.25,-0.5237085,5.049147
1oqh6td,kaiser,democracia,0.2,1.3747956,0.70378876
1onhsva,kaiser,democracia,0.5,-0.6817662,5.1877065
1oljdss,kaiser,campana_electoral,0.6975,5.0741034,-0.991881
1ogy8dt,kaiser,democracia,0.1,-1.1112672,4.8133917
1o4w0pp,kaiser,identidad,0.55,-2.161493,1.8898995
1onhsva,kaiser,pinochet_ddhh,0.65,1.2343503,0.55324274
1o3brrk,kaiser,economia,0.6075,2.5146983,6.7078424
1nm083d,matthei,economia,0.7,0.16531141,4.7241244
1opwqxe,matthei,economia,0.4,2.102479,1.6990123
1p0j0ol,matthei,identidad,0.35,0.4026506,-2.0541885
1om0fpv,matthei,identidad,0.2,-0.8665801,-1.8448159
1p0j0ol,matthei,pinochet_ddhh,0.2,3.143323,-2.5558794
1n87vfw,matthei,identidad,0.4,-2.0187573,-2.3897662
1om0fpv,matthei,campana_electoral,0.3,-5.7324085,0.95145595
1oyzr2e,matthei,campana_electoral,0.5,-4.5287294,4.9871035
1oykts7,matthei,democracia,0.1,0.06926454,-5.115068
1odgz5s,matthei,democracia,0.45,-0.06650284,4.9676147
1o0acgm,matthei,economia,0.1,-1.5543134,2.4743428
1o6or32,matthei,campana_electoral,0.7975,-5.829809,0.6876443
1ozic2j,matthei,campana_electoral,0.54,6.597996,-1.7624351
1ogy8dt,matthei,democracia,0.1,13.601847,3.2910926
1oin775,matthei,democracia,0.6,5.3763514,1.5501983
1okogou,matthei,campana_electoral,0.4,5.733004,-1.5642964
1mmz32q,matthei,campana_electoral,0.15,-6.8634424,3.3624551
1ohbx9k,matthei,campana_electoral,0.45,-2.81397,2.1181283
1oqh6td,matthei,campana_electoral,0.4725,5.272076,-0.9491382
1o6rtle,matthei,democracia,0.4,3.4157345,-6.4193673
1oxujtq,matthei,identidad,0.6,-2.035097,-2.389286
1okogou,matthei,democracia,0.35,0.32944053,-1.4637716
1n5ebdc,matthei,campana_electoral,0.25,-2.556575,11.46499
1ot9qed,matthei,democracia,0.45,2.662968,-6.9311604
1mmz32q,matthei,seguridad,0.7,0.42568728,-1.3810433
1mv3lzu,matthei,medios_fakenews,0.2,-2.4842267,5.660233
1p0j0ol,matthei,moral,0.605,5.0175457,-0.49369207
1ndknr3,matthei,democracia,0.66,2.465823,-1.1101993
1oqh6td,matthei,campana_electoral,0.35,5.709914,-1.5210983
1ohbx9k,matthei,democracia,0.2,-4.6072097,0.8667907
1p2igsm,matthei,identidad,0.35,-1.8990288,12.723283
1pnqepc,matthei,campana_electoral,0.2,3.5141325,1.1757258
1ot2eqj,matthei,moral,0.84,1.4916793,5.4953475
1ny1p4b,matthei,democracia,0.35,2.1363919,1.7481847
1oz1hf1,matthei,identidad,0.25,2.8515275,3.915948
1ow6d1w,matthei,identidad,0.4,6.4073567,-0.18036228
1p0j0ol,matthei,democracia,0.35,2.8273807,-2.0053315
1oad274,matthei,identidad,0.2,-2.7755334,-2.9305432
1ngvuav,matthei,campana_electoral,0.1,-0.34056717,2.954865
1ol1maf,matthei,identidad,0.6525,3.7893765,-1.8681972
1mj0rr3,matthei,moral,0.25,-1.96277,11.672066
1ouhnak,matthei,economia,0.35,1.9698268,1.8111818
1nwkr86,matthei,campana_electoral,0.5,-1.5855179,0.3922085
1naan7q,matthei,democracia,0.4,-6.9022074,6.467982
1ox5eyp,matthei,identidad,0.55,-2.2493873,-2.5806546
1onhs2n,matthei,democracia,0.87,6.4825425,2.271982
1obinei,matthei,democracia,0.2,-2.8467453,-1.3869395
1nsrglk,matthei,campana_electoral,0.15,-6.8556023,3.349554
1oqh6td,matthei,campana_electoral,0.2,-2.4021664,-0.23829941
1mz14t6,matthei,democracia,0.3,-0.8769641,-1.7569189
1oez5r5,matthei,identidad,0.5,-0.12434111,2.2199028
1mmz32q,matthei,seguridad,0.45,-0.44781685,1.702292
1ov9fj7,matthei,campana_electoral,0.35,-1.4164472,3.8986025
1ner93l,matthei,democracia,0.35,4.604578,13.013712
1moovfw,matthei,campana_electoral,0.25,1.4352311,5.979737
1otsl9s,matthei,identidad,0.42,-1.0174934,-0.983164
1oyqspo,matthei,campana_electoral,0.3,-4.9067655,2.2981765
1ov4fyd,matthei,democracia,0.4,2.3618138,-6.696086
1ok3c5h,matthei,campana_electoral,0.2,5.5143185,-0.91180974
1odgz5s,matthei,democracia,0.7425,0.33932856,-3.9807675
1nyy3zn,matthei,campana_electoral,0.25,4.6086855,13.017943
1ohbtyg,matthei,democracia,0.7425,1.4320933,-6.662082
1pe2hi2,matthei,democracia,0.15,2.2836018,2.298584
1nr0tj4,matthei,democracia,0.6525,-0.3687285,2.1090324
1mmz32q,matthei,democracia,0.45,2.1821356,-7.3633766
1ogls70,matthei,campana_electoral,0.3,-5.2824106,-2.5890286
1oxt3nz,matthei,economia,0.45,-3.3730185,1.6821631
1nyy3zn,matthei,democracia,0.55,-2.0371373,-0.19241016
1ohgy39,matthei,campana_electoral,0.55,-3.0284965,-1.3015196
1ozic2j,matthei,economia,0.25,-5.27731,-2.5780704
1ozic2j,matthei,economia,0.6,1.9572661,-1.0364888
1nzuzzd,matthei,campana_electoral,0.25,-1.8842293,3.207295
1oz031c,matthei,moral,0.2,2.0157516,2.1927083
1n68ebj,matthei,economia,0.65,2.1250603,0.8172433
1om0fpv,matthei,economia,0.2,-7.0293493,6.5537615
1oxwb4r,matthei,democracia,0.25,1.4377054,6.043234
1o594w6,matthei,campana_electoral,0.15,-1.244518,5.723032
1pi8huz,matthei,identidad,0.66,-2.606923,-1.5736402
1n9j9wc,matthei,campana_electoral,0.5075,3.50341,0.51263136
1owgngj,matthei,campana_electoral,0.45,1.7622746,1.5160664
1oof9rg,matthei,campana_electoral,0.88,1.9842619,-1.0060831
1moovfw,matthei,democracia,0.15,5.9135785,-4.1029754
1ok3c5h,matthei,campana_electoral,0.6,-3.607271,-1.0342977
1mwgz7c,matthei,seguridad,0.45,-2.0266714,-1.6172692
1ozic2j,matthei,medios_fakenews,0.2,1.9721818,1.5603229
1ozic2j,matthei,economia,0.4,0.31657708,5.028814
1ohr8nk,matthei,economia,0.35,-0.09993971,5.5883512
1ochf8o,matthei,democracia,0.55,2.2118173,-6.249851
1p0j0ol,matthei,identidad,0.35,-2.3197114,-2.257498
1ot2eqj,matthei,democracia,0.6,6.5443707,-1.8285525
1pg6pu0,matthei,identidad,0.5,-0.09147751,-0.13054012
1mval2u,matthei,democracia,0.45,6.2466927,0.1591545
1mzvyxz,matthei,democracia,0.15,13.631881,3.3394845
1ozuqd2,matthei,democracia,0.35,6.0440826,1.4461992
1oyzscn,matthei,moral,0.55,-1.2775915,-1.7892163
1oglm7e,matthei,campana_electoral,0.4,-6.886659,3.515121
1nvezlh,matthei,democracia,0.15,3.2567563,-7.1020327
1oq7gwf,matthei,identidad,0.36,-0.17599855,2.3469946
1oqh6td,matthei,identidad,0.2,3.3929925,1.8234581
1mj0rr3,matthei,campana_electoral,0.42,-4.6695504,5.0789638
1oqh6td,matthei,campana_electoral,0.1,3.6276507,1.4857234
1n87vfw,matthei,medios_fakenews,0.25,-1.5846403,4.329638
1oqh6td,matthei,identidad,0.4,1.1046515,2.229517
1ns0jpl,matthei,democracia,0.435,6.6994133,1.3711822
1plyaag,matthei,campana_electoral,0.3,-4.579061,5.348266
1odblhq,matthei,democracia,0.55,6.5465403,1.2955279
1owxbmq,matthei,democracia,0.65,6.087321,1.4487133
1oybifx,matthei,campana_electoral,0.2,-7.3315306,3.7447815
1ovprdc,matthei,democracia,0.5,3.3181663,-1.9321233
1n1qy3v,matthei,democracia,0.42,-1.2964157,0.89850485
1owgngj,matthei,democracia,0.9425,-1.3763916,0.056397486
1pd37do,matthei,campana_electoral,0.45,-0.14579415,3.2228448
1of866k,matthei,democracia,0.45,2.9519606,-6.68208
1oez5r5,matthei,democracia,0.2,-6.7332954,6.7748795
1ox62r9,matthei,democracia,0.5,0.24235798,-4.6430445
1ov4fyd,matthei,campana_electoral,0.35,-0.05740768,6.680198
1ow01qu,matthei,identidad,0.31,2.3949862,-0.82039636
1p01fea,matthei,democracia,0.2,-5.9402475,3.5457523
1ol1maf,matthei,campana_electoral,0.55,-0.10981076,0.45543313
1ok3c5h,matthei,democracia,0.72,1.1017351,3.3274562
1ogy8dt,matthei,identidad,0.5,-2.6931481,-2.1841922
1owytm7,matthei,democracia,0.15,0.5713515,2.9551063
1od9th6,matthei,seguridad,0.36,-0.60172117,4.8505507
1oad274,matthei,democracia,0.3,-5.862818,0.085439704
1p530pv,matthei,campana_electoral,0.55,2.4688354,-0.022130849
1oxt3nz,matthei,democracia,0.6525,2.7697546,5.561622
1ovzt0c,matthei,democracia,0.45,1.1185795,1.9582113
1p4pkd7,matthei,democracia,0.54,-6.964367,6.5132513
1ovbn17,matthei,moral,0.6,-2.4122968,-2.4037235
1on8r8e,matthei,democracia,0.1,2.898048,-6.8685145
1oz0zv1,matthei,moral,0.78,6.2360764,-0.017403387
1ozic2j,matthei,democracia,0.25,0.8586885,1.8734393
1ngswjn,matthei,campana_electoral,0.58,-2.0870612,0.4195406
1ndyeg9,matthei,campana_electoral,0.2,-6.9629126,3.6682453
1n8iwz5,matthei,religion_valvores,0.4,-1.8848937,0.5054325
1odgz5s,matthei,democracia,0.3,-1.9050204,12.6877575
1oz0zv1,matthei,economia,0.4,-2.657179,-0.9172082
1nx7030,matthei,seguridad,0.78,-0.42733526,2.4944932
1pofrh6,matthei,democracia,0.2,-1.0227015,-1.9878058
1oz031c,matthei,identidad,0.6075,-2.1656885,-2.581235
1o1caym,matthei,campana_electoral,0.4,5.412711,-0.921079
1n6qj2d,matthei,identidad,0.58,-0.054377638,6.604376
1ofbpa3,matthei,identidad,0.25,1.2717303,4.4781036
1ohbx9k,matthei,campana_electoral,0.35,-2.7635617,1.8319447
1oyiasd,matthei,democracia,0.4,3.7659292,-5.1067057
1oz2bt9,matthei,democracia,0.25,-3.6623185,-1.6396143
1ov4fyd,matthei,economia,0.3,0.093493156,6.6256332
1nejmnf,matthei,campana_electoral,0.35,3.6215758,3.9500299
